,Text
3485,"máy dùng cũng ổn cho công việc nhẹ như văn phòng, giải trí, mở nguồn nhanh, loa cũng to, chỉ dùng cho công việc học tập văn phòng nên thời lượng pin hơn 4 tiếng. cái tệ là chỉ dùng các công việc nhẹ thôi mà máy nóng, kiểu dáng thì không thực sự đẹp cho"
3486,"Tôi muốn mua trả góp 0 phần trăm, thủ tục thế nào,giao hàng tận nơi được không"
3487,Em là tân sinh viên kinh tế mua máy này học tập mấy năm Đại học được không ạ?
3489,Mình mua máy ở cửa hàng. Về bị lỗi báo sai %pin. Mang ra cửa hàng đổi máy khác vẫn thế. Để hẳn lại mấy ngày nv cứ bảo để càii lại các thứ. Cuối cùng nv cho câu e cũng chả biết nó lsao giờ lại đc. Trả lời hết sức vô lý. Chả biết máy dùng thêm còn phát ra lỗi gì không..
3490,Hiện tại máy đang chạy tốt.
3491,Ở thuận thành bắc ninh còn hàng ko a
3492,Bị lỗi mạng nhưng k sao:))) sửa được
3493,Bạn nâng ram hết bao nhiêu tiền vậy bạn
3494,Hình như ko có giấy bh thì phải...
3496,"Máy đẹp, màn to, dùng ổn định."
3499,Mình đã gắn RAM ở cửa hàng bán RAM rồi nên chỉ thắc mắc là chính sách bảo hành “chấp nhận tháo máy nhưng không làm ảnh hưởng đến linh kiện của hãng” của nhân viên HP là có chính xác không? Điện Máy Xanh có chấp nhận bảo hành ko? Chứ 2 bên đẩy qua đẩy lại thì mình ra cửa hàng ngoài khoẻ hơn.
3500,Máy sạc đầy nhưng để đến sáng lại bị tụt pin. Mong cách khắc phục
3502,"Camera bị mờ , có vật gì bên trong che hết một phần camera"
3503,Em là tân sinh viên  muốn mua để học tập tốt không ạ?
3504,"Sản phẩm sử dụng rất tốt,  máy nhìn rất đẹp mắt, sản phẩm tốt trong tầm giá....."
3505,"Mua dc 1 tuần, nâng RAM thêm 8GB thành 12GB nên mọi thứ đều ổn. Chỉ trừ việc ĐMX ko hỗ trợ nâng RAM và chỉ lên HP. Hotline HP nói tháo máy vẫn bảo hành bình thường nên ko rõ lắm việc bảo hành."
3506,E SV Du Lịch mua máy này đc k ạ
3507,Máy đẹp Sài thì OK nhưng bền hay không là thời gian dài mới biết được nhưng nói chung là rất hài lòng
3514,"Sau gần 1 tuần sử dụng, máy thiết kế đẹp, màn hình sắc nét, thao tác khá nhanh. Nhanh viên kỹ thuật giao hàng nhanh chóng, thân thiện"
3516,"máy nhìn gọn đẹp , xài các tác vụ mượt, tuy nhiên có đôi lúc kết nối wifi không được trong khi các thiết bị khác vẫn dùng bình thường.
Nhân viên tư vấn nhiệt tình dễ thương."
3517,"Ửng ý
đủ dùng cho nhu cầu thông thường"
3519,Lap dùng chất lượng tốt
3520,"Thiết kế đẹp mắt, cấu hình i3 gen 11 chạy mượt mà thêm win 11 mới nhất, đem đến trải nghiệm trên cả tuyệt vời, nhân viên TGDĐ tư vấn rất nhiệt tình và dễ thương luôn ạ."
3521,Máy nhìn đẹp mắt.chạy rất mượt cho nhu cầu Sinh viên.rất tốt so với tầm giá.chip1125g4 quá chất.
3522,"Máy chạy tốt, êm, âm thanh to rõ, phù hợp với học sinh sinh viên hoặc làm văn phòng, tuy nhiên điểm hạn chế là chỉ có bản Office dùng thử thôi, nên bạn muốn cài vĩnh viễn thì phải mua bản quyền khoảng 2 triệu đồng hoặc tải bản office cũ về crack dùng tạm nhé, mình chưa cài phần mềm đồ họa thử nên chưa rĩ chạy mượt hay không. Nói chung, trong tầm giá 12tr thì máy này khá ok"
3523,"Máy dùng tốt, màn hình sắc nét."
3524,Máy đẹp. Sài im
3525,"Máy rất tốt không có gì để chê. Tuy nhiên, nhân viên đem máy ra cài đặt không bảo tôi kiểm tra máy xem có xước hay trầy gì không. Và kết quả vừa về nhà vừa mở máy lên tôi phát hiện 1 vết mẻ và 1 vết trầy. Nhân viên làm việc quá thiếu chuyên nghiệp. Trước đó, tô cũng có mua nhiều thứ ở điện máy xanh như Điện thoại tablet họ cũng kêu tôi kiểm tra mọi góc cạnh xem coi có lỗi hay gì không nhưng khi tôi mua thì tôi quên kiểm tra , nhân viên cũng chẳng kêu. Thật sự tuyệt vọng!!! Tôi không mua ĐMX nữa"
3526,"máy sài rất mựt nhân viên nhiệt tình ,tư vấn rất phù hợp với yêu cầu của khách hàng"
3527,"Hôm nay vừa tròn 1 tháng mua máy, mình xin được chia sẽ 1 chút cảm nhận về máy này, vẻ bề ngoài của máy rất đẹp sang trọng bóng bẩy, viền màn hình mỏng rất hợp thời trang, màn hình hiển thị cũng đẹp, các ứng dụng văn phòng mở nhanh, loa to rõ và không rè, pin dùng khoảng 3 đến 4 tiếng, độ nẩy phím tốt phản hồi nhanh, win 11 giao diện dễ sử dụng và đẹp mắt. Điều đáng tiếc nuối duy nhất là ram 4g, trống khoảng 1GB thôi quá ít, mua thêm 1 thanh ram 4g gắn vào nữa là ngon luôn."
3530,"Mới mua về gặp một vài vấn đề nhỏ như sạc 99% là dừng, trục trặc PowerPoint, màn hình lúc sáng lúc mờ...tuy nhiên tất cả đã được giải quyết. Giờ thì cảm giác trải nghiệm của mình rất tuyệt, hơn cả mong đợi của mình. Mong chiếc máy này sẽ đồng hành cùng mình thật lâu và giúp cho công việc của mình thuận lợi. 19/11/2021"
3531,"Phải chờ nửa tháng máy mới về, qua 2 tuần sử dụng đánh giá như sau: cấu hình tốt, phục vụ nhu cầu học tập nhẹ nhàng, màn hình sáng rõ và đẹp với công nghệ wled-backlit, pin thì nếu mở 50% độ sáng thì dùng hơn 4 tiếng luôn, loa nghe rất trong và hay, cảm giác ấn phím rất êm gõ đã tay. Tuy nhiên ram có 4g nên có chút lag khi dùng nhiều tác vụ. Nói chung rất hài lòng khi đặt mua máy này."
3534,Máy của em mới mua mà nó cứ bị tắt màn hình là sao v ạ
3535,Máy thường xuyên không kết nối đc wifi
3536,"Máy thỉnh thoảng không dùng được wifi.
Hơi chậm.
Lúc tắt pin còn đầy mà lúc mở lên 2% sập cả nguồn"
3537,"Máy đẹp, mỏng nhẹ. Mượt mà tác vụ văn phòng. Nắp lưng và chỗ kê tay làm bằng nhôm nên rất mát."
3540,"Mới mua dùng được hơn tháng, máy bị lỗi cổng usb, sau đó vài ngày lại hay bị mất nguồn, đem bảo hành thì đỗ thừa do người sử dụng này nọ. Thực sự rất buồn vì cách làm của hãng và buồn hơn mình mất đi mười mấy củ khi sử dụng dc hơn tháng"
3541,Quạt của máy có kêu to với có gặp lỗi lâu lâu loa nó rè 1 cái ko v bạn ?
3543,Cho em hỏi máy anh có bị tình trạng tróc lớp xi bạc không ạ?
3568,"Máy xài ok đó, thỉnh thỏang bị nóng máy tý... nhưng hiện tại chấp nhận đc"
3569,Máy tốt trong tầm giá!
3570,"Máy tốt, chạy rất mượt so với tầm giá, rất vừa ý..."
3575,Máy đẹp giá tốt giao hàng nhanh. Mua online.
3580,Nếu mua onl có khuyến mãi hay giảm bớt k ạ
3581,Sản phẩm rất oke trong tầm giá..
3582,trùng ảnh với thằng bên trên mày ơi
3583,Sản phẩm chất lượng tạm ổn
3584,Máy mjh bị bắt mạng yếu . Phù hợp cho dân văn phòng trong tầm giá
3585,"Mình mua cho cháu gái học tập, với tầm giá này mua đc cấu hình mạnh, màn hình 2k sắc nét và thiết kế tối giản là điều mình ưng ý nhất, sử dụng lâu dài thì không biết, của bền tại người thôi,  mình ít khi bình luận đánh giá nhưng thấy ưng ý quá cũng nên chia sẽ cho mọi người tham khảo ^^"
3586,quá okkk luôn
3594,Laptop pin rất mau hết ... Hệ thống âm thanh thì nhỏ sao với các loại hãng laptop khác cùng giá ... Lốp nhựa tạo cho laptop ko đẹp mắt nhìn quá tệ
3596,"Loa bé, mau hết pin khoảng tầm 1-2 tiếng phải vác đi sạc rồi"
3599,Chơi game chiến cực
3600,Bên mình có mua lại máy k ạ
3601,"Máy chạy nhanh, mượt. Mình chỉ dùng cho công việc văn phòng, học tập, nên pin ok"
3605,Máy tốt. Nhưng nhờ kiểm tra giúp ko cài được đăng nhập hello face
3606,"Máy sử dụng tốt , nhân viên nhiệt tình , chu đáo"
3607,"Sản phẩm dùng tốt lắm ạ, nhân viên cửa hàng tư vấn nhiệt tình"
3608,"Nhân viên nhiệt tình, năng động, tận tình 
Chỉ là ... Em mua trúng cái máy lỗi thôi"
3611,"Máy hp này chơi game asphalt 9 này được không,,sao mình thấy máy load mãi không vào được qtv"
3613,"Sản phẩm dùng mượt lắm ạ
mọi người nên mua nhaa"
3622,"Nhân viên nhiệt tình,thân thiện ,sản phẩm chất lượng"
3623,"Nói chung là phục vụ tốt nhu cầu cơ bản Word, Excel, v.v."
3625,"Máy đẹp, cấu hình tốt"
3627,Nhân viên phục vụ khá nhiệt tình! Tôi cảm thấy rất hài lòng!
3628,Máy đẹp  tốt
3629,Dùng ok nhé shop
3632,"Sản phẩm tốt, nhân viên tư vấn hỗ trợ nhiệt tình"
3636,"RẤT TỐT , MÁY CHẠY NHANH , RẤT HÀI LÒNG ."
3637,Máy vừa tầm với các chức năng cơ bản.
3638,Máy hay bị đơ
3640,"Dịch vụ chăm sóc khách hàng tốt , nhiệt tình , sản phẩm chất lượng"
3641,"Máy chạy nhanh. Rất ok với người làm văn phòng cơ bản. Nhỏ gọn, màu Xám Trắng nhìn sang."
3642,Mẫu mã đẹp. Cấu hình vừa phải
3643,Máy tốt sử dụng mượt
3645,Phải cài microsoft
3646,Cấu hình nhanh. Phù hợp với công việc của tôi.
3649,"Máy tốt trong tầm giá. nhân viên tư vấn nhiệt tình, lịch sự."
3664,Máy đẹp trọng lượng nhẹ bàn phím dem
3665,"Máy tốt dùng khá nhanh, thích hợp với dân văn phòng. Nhân viên cửa hàng nhiệt tình cài đặt máy giúp mình. Pin dùng ổn"
3666,"Giao hàng nhanh, sản phẩm chất lượng"
3668,"Sản phẩm phù hợp mức giá, để dùng một times xem độ bền thế nào"
3669,".cpu n6xxx đời 2021 hiệu năng tốt hơn nhiều so với pentium n4xxx và n5xxx (VGA tích hợp của cpu n6xxx hiệu năng cũng tốt hơn nhiều đời trước)
.pin trâu (xài văn phòng được 7-8 tiếng trở lên), hình thức sang trọng và máy nhẹ
.ram DDR3200 và ổ cứng nvme đều của Samsung, màn hình TN của BOE
Bạn nào dùng văn phòng và cần máy pin trâu thì nên mua, màn hình công nghệ TN tuy khg đẹp bằng màn IPS nhưng có cổng HDMI 2.0 nên gắn thêm màn hình IPS lớn bên ngoài thì làm việc sẽ ok"
3670,Lap top sử dụng rất tốt
3671,Mình mua để sử dụng làm việc thôi nên chắc cũng sử dụng ok
3673,Tốt. Sản phẩm vừa lòng trong tầm giá. Độ bền chưa biết. Để dùng xem sao!
3674,Đáp ứng tốt công việc văn phòng đơn giản
3684,"Sản phẩm tốt, hàng gửi nhanh. Ok"
3685,Mk đã mang máy đến TGDD. Họ bảo phải mang đến hãng. Mang đi hãng mất khoảng bao lâu ạ? Khi gửi máy đến hãng có cần giăy tờ xác nhận j không ạ?
3687,Zung thì OK nhưng bắt mạng Wifi hơi kém
3688,"chào chị, dạ cảm ơn chị đã quan tâm sản phẩm bên em ạ "
3689,Cảm ơn đã sử dụng dịch vụ bên em ạ. 
3691,"Bấm nút nguồn lúc lên lúc không, tức hết cả người , máy mới mua đc 2 tháng quá chán"
3692,"Màn hình hiển thị tốt, cấu hình vừa đủ văn phòng, bàn phím gõ tốt. Touchpab hơi rít và không được mượt cho lắm. Máy gọn nhẹ, pin vừa đủ dùng."
3694,Mình thấy nhân viên tư vấn nhiệt tình nha mn.Máy dùng mượt lắm luôn.
3696,Nhân viên tư vấn rất nhiệt tình
3698,Màn hình mở đục mờ quá không sắc nét
3699,"Chất lượng tốt , giá cả hợp lí ."
3701,"Sản phẩm tốt
Nhân viên tư vấn nhiệt tình, thân thiện
Đáng mua"
3702,Phong cách phục vụ kh 👌
3703,"chào chị, dạ cảm ơn chị đã quan tâm sản phẩm bên em   "
3704,"Tư vấn nhiệt tình, thủ tục nhanh gọn, sản phảm ban đầu tốt, chất lượng còn chờ thời gian"
3705,Màn hình chỉ nhìn ở độ phân giải hd nên nhìn hơi nhòe
3708,Hàng ok.dc cái hôm trc mua 9tr 600 hôm sau xem lại con 9 tr 300
3709,Dạ em cảm ơn ạ
3711,Máy dùng cho dân văn phòng rất ổn.
3716,Sản phẩm dùng ổn
3717,"Thiết kế đẹp thuận tiện di chuyển, màn hình laptop khá rõ nét, rất phù hợp với việc học của con. Chân thành cảm ơn sự tư vấn tận tình của nhân viên cửa hàng đã giúp tôi tìm được sản phẩm ưng ý, hợp với kinh tế gia đình. Chúc công ty ngày một phát triển đi lên."
3722,Sản phẩm này bình thường
3725,"Máy mượt, sẽ giới thiệu với người thân và động nghiệp 💖💖💖"
3733,Hơi bị lát máy
3741,Mua cái đầu ko dùng 1 tháng thì doi lại cái thứ 2 .jo xài bthuong thui
3742,Lắp thêm ổ cứng 1tb thì giá bn ?
3743,máy còn hàng ở thanh hóa ko ạ
3744,"Đáp ứng được nhu cầu học tập của ae nhé, cái khác thì mình không biết"
3745,"Nhân viên dễ thương, tư vấn nhiệt tình lắm luôn ạ, máy đẹp, dùng khá ổn trong tầm giá"
3746,"Nhân viên thân thiện, hướng dẫn nhiệt tình, sản phẩm ổn trong tầm giá."
3747,Loại này có kinh doanh online trên các sàn giao dịch điện tử như shoppe lazada tiki tiktok được không
3749,Máy tính dùng rất ok
3750,h xài còn tốt ko bạn ơi
3752,Sp hư hầu hết phần bên trong
3753,h bạn xài còn ổn ko ạ
3754,máy này còn ở nha trang ko ạ
3758,Máy rất ổn so với giá.
3759,Máy mới mua 7tr6 một đêm xuống còn 6tr9 vai thật
3761,Máy tốt trong tầm giá
3762,"Laptop sử dụng ổn, dùng ngon với các tác vụ văn phòng, pin thì ổn trong tầm giá, được cái thiết kế rất tinh tế và sang trọng, với màu trắng quý phái giúp tôn lên vẻ đẹp của người dùng, tôi sẽ giới thiệu cho người thân cùng sử dụng. Thái độ tư vấn của các nhân viên rất dễ thương."
3763,"Nhân viên phục vụ nhiệt tình, sản phẩm chất lượng, giao hàng nhanh
Nhân viên phục vụ nhiệt tình, sản phẩm chất lượng, giao hàng nhanh"
3764,"Máy ổn định trong tầm giá. Cấu hình tuy thấp nhưng có thể cài và sử dụng các phần mềm nặng như AutoCAD(2022), Sap, Photoshop... Tuy nhiên không mạnh mẽ như các dòng máy cao cấp nhưng tạm chấp nhận được do cấu hình CPU 1,1GHz Turbo Boost 2,8GHz. Màn hình sáng, nhưng sẽ lệch màu nếu nhìn nghiêng. Pin trâu. Bàn phím nảy tốt. Loa chỉ ở mức tạm ok."
